location;date;total_populations;daily_infected;cum_daily_infected;daily_death_counts;cum_daily_death_counts
World;2023-08-22 00:00:00.000;7975105024;7694;770228103;193;6963689
World;2023-08-23 00:00:00.000;7975105024;5712;770233815;17;6963706
World;2023-08-24 00:00:00.000;7975105024;5200;770239015;27;6963733
World;2023-08-25 00:00:00.000;7975105024;4820;770243835;22;6963755
World;2023-08-26 00:00:00.000;7975105024;5471;770249306;26;6963781
World;2023-08-27 00:00:00.000;7975105024;20997;770270303;131;6963912
World;2023-08-28 00:00:00.000;7975105024;292319;770562622;119;6964031
World;2023-08-29 00:00:00.000;7975105024;8626;770571248;58;6964089
World;2023-08-30 00:00:00.000;7975105024;6453;770577701;22;6964111
World;2023-08-31 00:00:00.000;7975105024;5415;770583116;15;6964126
World;2023-09-01 00:00:00.000;7975105024;5981;770589097;24;6964150
World;2023-09-02 00:00:00.000;7975105024;6600;770595697;117;6964267
World;2023-09-03 00:00:00.000;7975105024;10888;770606585;27;6964294
World;2023-09-04 00:00:00.000;7975105024;169167;770775752;224;6964518
World;2023-09-05 00:00:00.000;7975105024;11699;770787451;84;6964602
World;2023-09-06 00:00:00.000;7975105024;9441;770796892;15;6964617
World;2023-09-07 00:00:00.000;7975105024;7766;770804658;25;6964642
World;2023-09-08 00:00:00.000;7975105024;7606;770812264;44;6964686
World;2023-09-09 00:00:00.000;7975105024;8321;770820585;15;6964701
World;2023-09-10 00:00:00.000;7975105024;14774;770835359;734;6965435
World;2023-09-11 00:00:00.000;7975105024;33918;770869277;88;6965523
World;2023-09-12 00:00:00.000;7975105024;15358;770884635;96;6965619
World;2023-09-13 00:00:00.000;7975105024;11206;770895841;20;6965639
World;2023-09-14 00:00:00.000;7975105024;7668;770903509;24;6965663
World;2023-09-15 00:00:00.000;7975105024;659;770904168;2;6965665
World;2023-09-16 00:00:00.000;7975105024;1055;770905223;3;6965668
World;2023-09-17 00:00:00.000;7975105024;12926;770918149;24;6965692
World;2023-09-18 00:00:00.000;7975105024;18349;770936498;77;6965769
World;2023-09-19 00:00:00.000;7975105024;16078;770952576;67;6965836
World;2023-09-20 00:00:00.000;7975105024;138;770952714;1;6965837
World;2023-09-21 00:00:00.000;7975105024;134;770952848;0;6965837
World;2023-09-22 00:00:00.000;7975105024;960;770953808;1;6965838
World;2023-09-23 00:00:00.000;7975105024;597;770954405;2;6965840
World;2023-09-24 00:00:00.000;7975105024;1060;770955465;22;6965862
World;2023-09-25 00:00:00.000;7975105024;0;770955465;0;6965862
World;2023-09-26 00:00:00.000;7975105024;0;770955465;0;6965862
World;2023-09-27 00:00:00.000;7975105024;0;770955465;0;6965862
World;2023-09-28 00:00:00.000;7975105024;NULL;770955465;NULL;6965862
World;2023-09-29 00:00:00.000;7975105024;NULL;770955465;NULL;6965862
World;2023-09-30 00:00:00.000;7975105024;NULL;770955465;NULL;6965862
World;2023-10-01 00:00:00.000;7975105024;NULL;770955465;NULL;6965862
World;2023-10-02 00:00:00.000;7975105024;NULL;770955465;NULL;6965862
