location;date;total_populations;daily_infected;cum_daily_infected;daily_death_counts;cum_daily_death_counts
World;2020-01-03 00:00:00.000;7975105024;0;0;0;0
World;2020-01-04 00:00:00.000;7975105024;3;3;0;0
World;2020-01-05 00:00:00.000;7975105024;0;3;3;3
World;2020-01-06 00:00:00.000;7975105024;3;6;0;3
World;2020-01-07 00:00:00.000;7975105024;0;6;0;3
World;2020-01-08 00:00:00.000;7975105024;1;7;0;3
World;2020-01-09 00:00:00.000;7975105024;0;7;0;3
World;2020-01-10 00:00:00.000;7975105024;0;7;0;3
World;2020-01-11 00:00:00.000;7975105024;0;7;0;3
World;2020-01-12 00:00:00.000;7975105024;41;48;1;4
World;2020-01-13 00:00:00.000;7975105024;1;49;0;4
World;2020-01-14 00:00:00.000;7975105024;5;54;0;4
World;2020-01-15 00:00:00.000;7975105024;0;54;0;4
World;2020-01-16 00:00:00.000;7975105024;0;54;0;4
World;2020-01-17 00:00:00.000;7975105024;4;58;1;5
World;2020-01-18 00:00:00.000;7975105024;4;62;0;5
World;2020-01-19 00:00:00.000;7975105024;79;141;1;6
World;2020-01-20 00:00:00.000;7975105024;78;219;1;7
World;2020-01-21 00:00:00.000;7975105024;93;312;2;9
World;2020-01-22 00:00:00.000;7975105024;148;460;11;20
World;2020-01-23 00:00:00.000;7975105024;133;593;1;21
World;2020-01-24 00:00:00.000;7975105024;271;864;8;29
World;2020-01-25 00:00:00.000;7975105024;473;1337;16;45
World;2020-01-26 00:00:00.000;7975105024;705;2042;17;62
World;2020-01-27 00:00:00.000;7975105024;790;2832;26;88
World;2020-01-28 00:00:00.000;7975105024;1779;4611;49;137
World;2020-01-29 00:00:00.000;7975105024;1477;6088;2;139
World;2020-01-30 00:00:00.000;7975105024;1754;7842;38;177
World;2020-01-31 00:00:00.000;7975105024;2015;9857;42;219
World;2020-02-01 00:00:00.000;7975105024;2113;11970;47;266
World;2020-02-02 00:00:00.000;7975105024;2621;14591;106;372
World;2020-02-03 00:00:00.000;7975105024;2836;17427;64;436
World;2020-02-04 00:00:00.000;7975105024;3253;20680;67;503
World;2020-02-05 00:00:00.000;7975105024;3936;24616;72;575
World;2020-02-06 00:00:00.000;7975105024;3716;28332;70;645
World;2020-02-07 00:00:00.000;7975105024;3159;31491;85;730
World;2020-02-08 00:00:00.000;7975105024;3397;34888;87;817
World;2020-02-09 00:00:00.000;7975105024;2699;37587;100;917
World;2020-02-10 00:00:00.000;7975105024;2993;40580;107;1024
World;2020-02-11 00:00:00.000;7975105024;2482;43062;100;1124
World;2020-02-12 00:00:00.000;7975105024;2034;45096;5;1129
World;2020-02-13 00:00:00.000;7975105024;15168;60264;253;1382
World;2020-02-14 00:00:00.000;7975105024;4068;64332;152;1534
World;2020-02-15 00:00:00.000;7975105024;2662;66994;142;1676
World;2020-02-16 00:00:00.000;7975105024;2045;69039;105;1781
World;2020-02-17 00:00:00.000;7975105024;2062;71101;98;1879
World;2020-02-18 00:00:00.000;7975105024;1908;73009;139;2018
World;2020-02-19 00:00:00.000;7975105024;1799;74808;113;2131
World;2020-02-20 00:00:00.000;7975105024;422;75230;123;2254
World;2020-02-21 00:00:00.000;7975105024;996;76226;2;2256
World;2020-02-22 00:00:00.000;7975105024;1067;77293;209;2465
World;2020-02-23 00:00:00.000;7975105024;991;78284;6;2471
World;2020-02-24 00:00:00.000;7975105024;516;78800;159;2630
World;2020-02-25 00:00:00.000;7975105024;786;79586;79;2709
World;2020-02-26 00:00:00.000;7975105024;855;80441;62;2771
World;2020-02-27 00:00:00.000;7975105024;1093;81534;38;2809
World;2020-02-28 00:00:00.000;7975105024;1201;82735;57;2866
World;2020-02-29 00:00:00.000;7975105024;1816;84551;64;2930
World;2020-03-01 00:00:00.000;7975105024;2005;86556;56;2986
World;2020-03-02 00:00:00.000;7975105024;1942;88498;67;3053
World;2020-03-03 00:00:00.000;7975105024;1798;90296;68;3121
World;2020-03-04 00:00:00.000;7975105024;2216;92512;87;3208
World;2020-03-05 00:00:00.000;7975105024;2162;94674;87;3295
World;2020-03-06 00:00:00.000;7975105024;2487;97161;100;3395
World;2020-03-07 00:00:00.000;7975105024;3257;100418;102;3497
World;2020-03-08 00:00:00.000;7975105024;6354;106772;138;3635
World;2020-03-09 00:00:00.000;7975105024;3272;110044;222;3857
World;2020-03-10 00:00:00.000;7975105024;3859;113903;174;4031
World;2020-03-11 00:00:00.000;7975105024;3928;117831;269;4300
World;2020-03-12 00:00:00.000;7975105024;6008;123839;305;4605
World;2020-03-13 00:00:00.000;7975105024;6748;130587;320;4925
World;2020-03-14 00:00:00.000;7975105024;7319;137906;400;5325
World;2020-03-15 00:00:00.000;7975105024;29312;167218;964;6289
World;2020-03-16 00:00:00.000;7975105024;8565;175783;564;6853
World;2020-03-17 00:00:00.000;7975105024;10355;186138;587;7440
World;2020-03-18 00:00:00.000;7975105024;11532;197670;638;8078
World;2020-03-19 00:00:00.000;7975105024;14178;211848;792;8870
World;2020-03-20 00:00:00.000;7975105024;17041;228889;823;9693
World;2020-03-21 00:00:00.000;7975105024;20499;249388;1062;10755
World;2020-03-22 00:00:00.000;7975105024;89154;338542;5231;15986
World;2020-03-23 00:00:00.000;7975105024;22462;361004;1193;17179
World;2020-03-24 00:00:00.000;7975105024;26550;387554;1237;18416
World;2020-03-25 00:00:00.000;7975105024;30019;417573;1494;19910
World;2020-03-26 00:00:00.000;7975105024;31299;448872;1599;21509
World;2020-03-27 00:00:00.000;7975105024;38012;486884;1830;23339
World;2020-03-28 00:00:00.000;7975105024;44667;531551;2259;25598
World;2020-03-29 00:00:00.000;7975105024;158478;690029;12671;38269
World;2020-03-30 00:00:00.000;7975105024;43212;733241;2421;40690
World;2020-03-31 00:00:00.000;7975105024;49031;782272;2901;43591
World;2020-04-01 00:00:00.000;7975105024;43914;826186;3026;46617
World;2020-04-02 00:00:00.000;7975105024;52044;878230;3421;50038
World;2020-04-03 00:00:00.000;7975105024;58927;937157;3795;53833
World;2020-04-04 00:00:00.000;7975105024;60801;997958;4131;57964
World;2020-04-05 00:00:00.000;7975105024;158463;1156421;17151;75115
World;2020-04-06 00:00:00.000;7975105024;59795;1216216;4401;79516
World;2020-04-07 00:00:00.000;7975105024;54684;1270900;4878;84394
World;2020-04-08 00:00:00.000;7975105024;60420;1331320;4726;89120
World;2020-04-09 00:00:00.000;7975105024;63611;1394931;5291;94411
World;2020-04-10 00:00:00.000;7975105024;69661;1464592;5704;100115
World;2020-04-11 00:00:00.000;7975105024;72726;1537318;5609;105724
World;2020-04-12 00:00:00.000;7975105024;143460;1680778;17072;122796
World;2020-04-13 00:00:00.000;7975105024;64320;1745098;5502;128298
World;2020-04-14 00:00:00.000;7975105024;57675;1802773;5210;133508
World;2020-04-15 00:00:00.000;7975105024;57173;1859946;5377;138885
World;2020-04-16 00:00:00.000;7975105024;62512;1922458;5867;144752
World;2020-04-17 00:00:00.000;7975105024;67068;1989526;6215;150967
World;2020-04-18 00:00:00.000;7975105024;74007;2063533;7316;158283
World;2020-04-19 00:00:00.000;7975105024;124277;2187810;14470;172753
World;2020-04-20 00:00:00.000;7975105024;66401;2254211;5088;177841
World;2020-04-21 00:00:00.000;7975105024;64646;2318857;5182;183023
World;2020-04-22 00:00:00.000;7975105024;65295;2384152;5467;188490
World;2020-04-23 00:00:00.000;7975105024;66923;2451075;5910;194400
World;2020-04-24 00:00:00.000;7975105024;72519;2523594;5584;199984
World;2020-04-25 00:00:00.000;7975105024;89177;2612771;5489;205473
World;2020-04-26 00:00:00.000;7975105024;115307;2728078;11690;217163
World;2020-04-27 00:00:00.000;7975105024;76030;2804108;4954;222117
World;2020-04-28 00:00:00.000;7975105024;65252;2869360;4637;226754
World;2020-04-29 00:00:00.000;7975105024;65120;2934480;4933;231687
World;2020-04-30 00:00:00.000;7975105024;70681;3005161;5456;237143
World;2020-05-01 00:00:00.000;7975105024;75994;3081155;5724;242867
World;2020-05-02 00:00:00.000;7975105024;83789;3164944;5599;248466
World;2020-05-03 00:00:00.000;7975105024;108772;3273716;9830;258296
World;2020-05-04 00:00:00.000;7975105024;77609;3351325;4796;263092
World;2020-05-05 00:00:00.000;7975105024;76405;3427730;4450;267542
World;2020-05-06 00:00:00.000;7975105024;72623;3500353;4425;271967
World;2020-05-07 00:00:00.000;7975105024;77568;3577921;6041;278008
World;2020-05-08 00:00:00.000;7975105024;84881;3662802;5793;283801
World;2020-05-09 00:00:00.000;7975105024;89000;3751802;5552;289353
World;2020-05-10 00:00:00.000;7975105024;107387;3859189;7867;297220
World;2020-05-11 00:00:00.000;7975105024;85739;3944928;5168;302388
World;2020-05-12 00:00:00.000;7975105024;70364;4015292;4191;306579
World;2020-05-13 00:00:00.000;7975105024;76058;4091350;4132;310711
World;2020-05-14 00:00:00.000;7975105024;82949;4174299;5101;315812
World;2020-05-15 00:00:00.000;7975105024;83904;4258203;4925;320737
World;2020-05-16 00:00:00.000;7975105024;98861;4357064;5501;326238
World;2020-05-17 00:00:00.000;7975105024;112785;4469849;7147;333385
World;2020-05-18 00:00:00.000;7975105024;93744;4563593;4690;338075
World;2020-05-19 00:00:00.000;7975105024;76654;4640247;3931;342006
World;2020-05-20 00:00:00.000;7975105024;91735;4731982;4306;346312
World;2020-05-21 00:00:00.000;7975105024;100310;4832292;5095;351407
World;2020-05-22 00:00:00.000;7975105024;105440;4937732;5004;356411
World;2020-05-23 00:00:00.000;7975105024;103921;5041653;4931;361342
World;2020-05-24 00:00:00.000;7975105024;124883;5166536;6791;368133
World;2020-05-25 00:00:00.000;7975105024;95485;5262021;4225;372358
World;2020-05-26 00:00:00.000;7975105024;91133;5353154;4056;376414
World;2020-05-27 00:00:00.000;7975105024;87163;5440317;4146;380560
World;2020-05-28 00:00:00.000;7975105024;96524;5536841;4598;385158
World;2020-05-29 00:00:00.000;7975105024;105582;5642423;5082;390240
World;2020-05-30 00:00:00.000;7975105024;117950;5760373;5293;395533
World;2020-05-31 00:00:00.000;7975105024;135166;5895539;5968;401501
World;2020-06-01 00:00:00.000;7975105024;125118;6020657;4635;406136
World;2020-06-02 00:00:00.000;7975105024;107230;6127887;4152;410288
World;2020-06-03 00:00:00.000;7975105024;96853;6224740;4231;414519
World;2020-06-04 00:00:00.000;7975105024;121665;6346405;5240;419759
World;2020-06-05 00:00:00.000;7975105024;124158;6470563;5435;425194
World;2020-06-06 00:00:00.000;7975105024;124712;6595275;5468;430662
World;2020-06-07 00:00:00.000;7975105024;144927;6740202;5721;436383
World;2020-06-08 00:00:00.000;7975105024;123431;6863633;5001;441384
World;2020-06-09 00:00:00.000;7975105024;107888;6971521;4039;445423
World;2020-06-10 00:00:00.000;7975105024;106621;7078142;4521;449944
World;2020-06-11 00:00:00.000;7975105024;129160;7207302;5325;455269
World;2020-06-12 00:00:00.000;7975105024;138320;7345622;5475;460744
World;2020-06-13 00:00:00.000;7975105024;139352;7484974;5448;466192
World;2020-06-14 00:00:00.000;7975105024;157878;7642852;5467;471659
World;2020-06-15 00:00:00.000;7975105024;130437;7773289;4717;476376
World;2020-06-16 00:00:00.000;7975105024;116876;7890165;4395;480771
World;2020-06-17 00:00:00.000;7975105024;120969;8011134;6018;486789
World;2020-06-18 00:00:00.000;7975105024;179805;8190939;5510;492299
World;2020-06-19 00:00:00.000;7975105024;144831;8335770;5592;497891
World;2020-06-20 00:00:00.000;7975105024;140448;8476218;5517;503408
World;2020-06-21 00:00:00.000;7975105024;198046;8674264;5701;509109
World;2020-06-22 00:00:00.000;7975105024;152524;8826788;5050;514159
World;2020-06-23 00:00:00.000;7975105024;128230;8955018;4080;518239
World;2020-06-24 00:00:00.000;7975105024;138471;9093489;4271;522510
World;2020-06-25 00:00:00.000;7975105024;170341;9263830;5529;528039
World;2020-06-26 00:00:00.000;7975105024;176706;9440536;5333;533372
World;2020-06-27 00:00:00.000;7975105024;182628;9623164;7015;540387
World;2020-06-28 00:00:00.000;7975105024;209219;9832383;5451;545838
World;2020-06-29 00:00:00.000;7975105024;175673;10008056;4970;550808
World;2020-06-30 00:00:00.000;7975105024;155886;10163942;4367;555175
World;2020-07-01 00:00:00.000;7975105024;166991;10330933;4853;560028
World;2020-07-02 00:00:00.000;7975105024;181239;10512172;5262;565290
World;2020-07-03 00:00:00.000;7975105024;208313;10720485;5325;570615
World;2020-07-04 00:00:00.000;7975105024;210937;10931422;5529;576144
World;2020-07-05 00:00:00.000;7975105024;229607;11161029;6062;582206
World;2020-07-06 00:00:00.000;7975105024;188473;11349502;5217;587423
World;2020-07-07 00:00:00.000;7975105024;164436;11513938;4689;592112
World;2020-07-08 00:00:00.000;7975105024;173196;11687134;5034;597146
World;2020-07-09 00:00:00.000;7975105024;211012;11898146;5856;603002
World;2020-07-10 00:00:00.000;7975105024;222028;12120174;5906;608908
World;2020-07-11 00:00:00.000;7975105024;219118;12339292;5955;614863
World;2020-07-12 00:00:00.000;7975105024;250787;12590079;6138;621001
World;2020-07-13 00:00:00.000;7975105024;215682;12805761;5817;626818
World;2020-07-14 00:00:00.000;7975105024;190734;12996495;5145;631963
World;2020-07-15 00:00:00.000;7975105024;188894;13185389;5307;637270
World;2020-07-16 00:00:00.000;7975105024;227489;13412878;6165;643435
World;2020-07-17 00:00:00.000;7975105024;239929;13652807;6491;649926
World;2020-07-18 00:00:00.000;7975105024;241945;13894752;7200;657126
World;2020-07-19 00:00:00.000;7975105024;269480;14164232;6434;663560
World;2020-07-20 00:00:00.000;7975105024;226275;14390507;5982;669542
World;2020-07-21 00:00:00.000;7975105024;201103;14591610;5516;675058
World;2020-07-22 00:00:00.000;7975105024;205023;14796633;5568;680626
World;2020-07-23 00:00:00.000;7975105024;243585;15040218;7584;688210
World;2020-07-24 00:00:00.000;7975105024;285487;15325705;6491;694701
World;2020-07-25 00:00:00.000;7975105024;277336;15603041;6715;701416
World;2020-07-26 00:00:00.000;7975105024;304062;15907103;6928;708344
World;2020-07-27 00:00:00.000;7975105024;247805;16154908;6266;714610
World;2020-07-28 00:00:00.000;7975105024;211265;16366173;5536;720146
World;2020-07-29 00:00:00.000;7975105024;223117;16589290;5975;726121
World;2020-07-30 00:00:00.000;7975105024;254596;16843886;6319;732440
World;2020-07-31 00:00:00.000;7975105024;294027;17137913;7173;739613
World;2020-08-01 00:00:00.000;7975105024;283610;17421523;6603;746216
World;2020-08-02 00:00:00.000;7975105024;324816;17746339;6953;753169
World;2020-08-03 00:00:00.000;7975105024;249090;17995429;6574;759743
World;2020-08-04 00:00:00.000;7975105024;218152;18213581;5767;765510
World;2020-08-05 00:00:00.000;7975105024;212378;18425959;5850;771360
World;2020-08-06 00:00:00.000;7975105024;263365;18689324;6823;778183
World;2020-08-07 00:00:00.000;7975105024;282103;18971427;7075;785258
World;2020-08-08 00:00:00.000;7975105024;272733;19244160;6629;791887
World;2020-08-09 00:00:00.000;7975105024;340843;19585003;6971;798858
World;2020-08-10 00:00:00.000;7975105024;253611;19838614;6465;805323
World;2020-08-11 00:00:00.000;7975105024;212387;20051001;5582;810905
World;2020-08-12 00:00:00.000;7975105024;220947;20271948;5534;816439
World;2020-08-13 00:00:00.000;7975105024;280328;20552276;6767;823206
World;2020-08-14 00:00:00.000;7975105024;279122;20831398;6834;830040
World;2020-08-15 00:00:00.000;7975105024;284319;21115717;6593;836633
World;2020-08-16 00:00:00.000;7975105024;354561;21470278;6913;843546
World;2020-08-17 00:00:00.000;7975105024;241503;21711781;5832;849378
World;2020-08-18 00:00:00.000;7975105024;210859;21922640;5422;854800
World;2020-08-19 00:00:00.000;7975105024;220377;22143017;5587;860387
World;2020-08-20 00:00:00.000;7975105024;264548;22407565;6458;866845
World;2020-08-21 00:00:00.000;7975105024;271815;22679380;6729;873574
World;2020-08-22 00:00:00.000;7975105024;262878;22942258;6134;879708
World;2020-08-23 00:00:00.000;7975105024;351543;23293801;6549;886257
World;2020-08-24 00:00:00.000;7975105024;245335;23539136;5881;892138
World;2020-08-25 00:00:00.000;7975105024;210779;23749915;5177;897315
World;2020-08-26 00:00:00.000;7975105024;217765;23967680;5335;902650
World;2020-08-27 00:00:00.000;7975105024;267296;24234976;6377;909027
World;2020-08-28 00:00:00.000;7975105024;271945;24506921;6324;915351
World;2020-08-29 00:00:00.000;7975105024;267797;24774718;5762;921113
World;2020-08-30 00:00:00.000;7975105024;394311;25169029;6621;927734
World;2020-08-31 00:00:00.000;7975105024;256806;25425835;5732;933466
World;2020-09-01 00:00:00.000;7975105024;209702;25635537;4750;938216
World;2020-09-02 00:00:00.000;7975105024;254603;25890140;5054;943270
World;2020-09-03 00:00:00.000;7975105024;266184;26156324;6150;949420
World;2020-09-04 00:00:00.000;7975105024;277933;26434257;6154;955574
World;2020-09-05 00:00:00.000;7975105024;277331;26711588;5646;961220
World;2020-09-06 00:00:00.000;7975105024;442487;27154075;6514;967734
World;2020-09-07 00:00:00.000;7975105024;255751;27409826;9109;976843
World;2020-09-08 00:00:00.000;7975105024;214490;27624316;6550;983393
World;2020-09-09 00:00:00.000;7975105024;221333;27845649;4611;988004
World;2020-09-10 00:00:00.000;7975105024;246532;28092181;4936;992940
World;2020-09-11 00:00:00.000;7975105024;276385;28368566;5828;998768
World;2020-09-12 00:00:00.000;7975105024;282994;28651560;5628;1004396
World;2020-09-13 00:00:00.000;7975105024;467168;29118728;6580;1010976
World;2020-09-14 00:00:00.000;7975105024;264305;29383033;5217;1016193
World;2020-09-15 00:00:00.000;7975105024;229044;29612077;4963;1021156
World;2020-09-16 00:00:00.000;7975105024;244988;29857065;4725;1025881
World;2020-09-17 00:00:00.000;7975105024;278138;30135203;5719;1031600
World;2020-09-18 00:00:00.000;7975105024;291868;30427071;5944;1037544
World;2020-09-19 00:00:00.000;7975105024;286455;30713526;5354;1042898
World;2020-09-20 00:00:00.000;7975105024;501226;31214752;7120;1050018
World;2020-09-21 00:00:00.000;7975105024;264966;31479718;4994;1055012
World;2020-09-22 00:00:00.000;7975105024;225810;31705528;4457;1059469
World;2020-09-23 00:00:00.000;7975105024;251956;31957484;4705;1064174
World;2020-09-24 00:00:00.000;7975105024;291392;32248876;5344;1069518
World;2020-09-25 00:00:00.000;7975105024;286648;32535524;5551;1075069
World;2020-09-26 00:00:00.000;7975105024;287048;32822572;5504;1080573
World;2020-09-27 00:00:00.000;7975105024;496209;33318781;7163;1087736
World;2020-09-28 00:00:00.000;7975105024;263455;33582236;5073;1092809
World;2020-09-29 00:00:00.000;7975105024;223943;33806179;4361;1097170
World;2020-09-30 00:00:00.000;7975105024;253914;34060093;4603;1101773
World;2020-10-01 00:00:00.000;7975105024;290648;34350741;5592;1107365
World;2020-10-02 00:00:00.000;7975105024;298074;34648815;5617;1112982
World;2020-10-03 00:00:00.000;7975105024;294226;34943041;5035;1118017
World;2020-10-04 00:00:00.000;7975105024;508863;35451904;7290;1125307
World;2020-10-05 00:00:00.000;7975105024;272990;35724894;4842;1130149
World;2020-10-06 00:00:00.000;7975105024;229826;35954720;4510;1134659
World;2020-10-07 00:00:00.000;7975105024;272214;36226934;4598;1139257
World;2020-10-08 00:00:00.000;7975105024;321284;36548218;5447;1144704
World;2020-10-09 00:00:00.000;7975105024;314155;36862373;5820;1150524
World;2020-10-10 00:00:00.000;7975105024;320292;37182665;5223;1155747
World;2020-10-11 00:00:00.000;7975105024;634412;37817077;7686;1163433
World;2020-10-12 00:00:00.000;7975105024;284853;38101930;4630;1168063
World;2020-10-13 00:00:00.000;7975105024;253372;38355302;4466;1172529
World;2020-10-14 00:00:00.000;7975105024;292416;38647718;4420;1176949
World;2020-10-15 00:00:00.000;7975105024;314330;38962048;4738;1181687
World;2020-10-16 00:00:00.000;7975105024;339263;39301311;5400;1187087
World;2020-10-17 00:00:00.000;7975105024;341055;39642366;5394;1192481
World;2020-10-18 00:00:00.000;7975105024;772988;40415354;9039;1201520
World;2020-10-19 00:00:00.000;7975105024;303603;40718957;4825;1206345
World;2020-10-20 00:00:00.000;7975105024;273646;40992603;4755;1211100
World;2020-10-21 00:00:00.000;7975105024;342748;41335351;5055;1216155
World;2020-10-22 00:00:00.000;7975105024;370960;41706311;5643;1221798
World;2020-10-23 00:00:00.000;7975105024;386177;42092488;6070;1227868
World;2020-10-24 00:00:00.000;7975105024;391438;42483926;5655;1233523
World;2020-10-25 00:00:00.000;7975105024;1022321;43506247;11011;1244534
World;2020-10-26 00:00:00.000;7975105024;352063;43858310;5408;1249942
World;2020-10-27 00:00:00.000;7975105024;303886;44162196;4976;1254918
World;2020-10-28 00:00:00.000;7975105024;385703;44547899;5494;1260412
World;2020-10-29 00:00:00.000;7975105024;417567;44965466;6073;1266485
World;2020-10-30 00:00:00.000;7975105024;428566;45394032;6324;1272809
World;2020-10-31 00:00:00.000;7975105024;437288;45831320;6280;1279089
World;2020-11-01 00:00:00.000;7975105024;1201567;47032887;14944;1294033
World;2020-11-02 00:00:00.000;7975105024;379755;47412642;5957;1299990
World;2020-11-03 00:00:00.000;7975105024;406855;47819497;5607;1305597
World;2020-11-04 00:00:00.000;7975105024;413841;48233338;6186;1311783
World;2020-11-05 00:00:00.000;7975105024;447985;48681323;7059;1318842
World;2020-11-06 00:00:00.000;7975105024;482046;49163369;7560;1326402
World;2020-11-07 00:00:00.000;7975105024;490071;49653440;7727;1334129
World;2020-11-08 00:00:00.000;7975105024;1237029;50890469;18955;1353084
World;2020-11-09 00:00:00.000;7975105024;441144;51331613;6414;1359498
World;2020-11-10 00:00:00.000;7975105024;396109;51727722;6410;1365908
World;2020-11-11 00:00:00.000;7975105024;465238;52192960;7146;1373054
World;2020-11-12 00:00:00.000;7975105024;512688;52705648;8030;1381084
World;2020-11-13 00:00:00.000;7975105024;544376;53250024;7912;1388996
World;2020-11-14 00:00:00.000;7975105024;537667;53787691;8189;1397185
World;2020-11-15 00:00:00.000;7975105024;1152017;54939708;21322;1418507
World;2020-11-16 00:00:00.000;7975105024;478311;55418019;8040;1426547
World;2020-11-17 00:00:00.000;7975105024;420223;55838242;6774;1433321
World;2020-11-18 00:00:00.000;7975105024;473088;56311330;7294;1440615
World;2020-11-19 00:00:00.000;7975105024;537935;56849265;8929;1449544
World;2020-11-20 00:00:00.000;7975105024;544446;57393711;9144;1458688
World;2020-11-21 00:00:00.000;7975105024;552686;57946397;9354;1468042
World;2020-11-22 00:00:00.000;7975105024;1104130;59050527;24000;1492042
World;2020-11-23 00:00:00.000;7975105024;483704;59534231;8137;1500179
World;2020-11-24 00:00:00.000;7975105024;427121;59961352;8108;1508287
World;2020-11-25 00:00:00.000;7975105024;482387;60443739;8679;1516966
World;2020-11-26 00:00:00.000;7975105024;527382;60971121;9242;1526208
World;2020-11-27 00:00:00.000;7975105024;584229;61555350;9890;1536098
World;2020-11-28 00:00:00.000;7975105024;517656;62073006;9051;1545149
World;2020-11-29 00:00:00.000;7975105024;999686;63072692;23069;1568218
World;2020-11-30 00:00:00.000;7975105024;473528;63546220;7932;1576150
World;2020-12-01 00:00:00.000;7975105024;433234;63979454;8005;1584155
World;2020-12-02 00:00:00.000;7975105024;482754;64462208;8728;1592883
World;2020-12-03 00:00:00.000;7975105024;570491;65032699;9883;1602766
World;2020-12-04 00:00:00.000;7975105024;594949;65627648;10508;1613274
World;2020-12-05 00:00:00.000;7975105024;597515;66225163;10362;1623636
World;2020-12-06 00:00:00.000;7975105024;1048374;67273537;24027;1647663
World;2020-12-07 00:00:00.000;7975105024;517256;67790793;8689;1656352
World;2020-12-08 00:00:00.000;7975105024;464364;68255157;7776;1664128
World;2020-12-09 00:00:00.000;7975105024;514336;68769493;9206;1673334
World;2020-12-10 00:00:00.000;7975105024;602047;69371540;9750;1683084
World;2020-12-11 00:00:00.000;7975105024;599950;69971490;11166;1694250
World;2020-12-12 00:00:00.000;7975105024;585146;70556636;10090;1704340
World;2020-12-13 00:00:00.000;7975105024;1111374;71668010;25785;1730125
World;2020-12-14 00:00:00.000;7975105024;525405;72193415;9005;1739130
World;2020-12-15 00:00:00.000;7975105024;465706;72659121;8503;1747633
World;2020-12-16 00:00:00.000;7975105024;544985;73204106;9461;1757094
World;2020-12-17 00:00:00.000;7975105024;574334;73778440;10435;1767529
World;2020-12-18 00:00:00.000;7975105024;642017;74420457;11013;1778542
World;2020-12-19 00:00:00.000;7975105024;643254;75063711;11384;1789926
World;2020-12-20 00:00:00.000;7975105024;1146719;76210430;25889;1815815
World;2020-12-21 00:00:00.000;7975105024;519604;76730034;9556;1825371
World;2020-12-22 00:00:00.000;7975105024;477289;77207323;8667;1834038
World;2020-12-23 00:00:00.000;7975105024;526372;77733695;9633;1843671
World;2020-12-24 00:00:00.000;7975105024;592463;78326158;10865;1854536
World;2020-12-25 00:00:00.000;7975105024;586721;78912879;10821;1865357
World;2020-12-26 00:00:00.000;7975105024;544276;79457155;10055;1875412
World;2020-12-27 00:00:00.000;7975105024;871360;80328515;22194;1897606
World;2020-12-28 00:00:00.000;7975105024;406936;80735451;8180;1905786
World;2020-12-29 00:00:00.000;7975105024;445620;81181071;8946;1914732
World;2020-12-30 00:00:00.000;7975105024;513536;81694607;10137;1924869
World;2020-12-31 00:00:00.000;7975105024;652691;82347298;11956;1936825
World;2021-01-01 00:00:00.000;7975105024;660928;83008226;12356;1949181
World;2021-01-02 00:00:00.000;7975105024;590642;83598868;11269;1960450
World;2021-01-03 00:00:00.000;7975105024;976325;84575193;23455;1983905
World;2021-01-04 00:00:00.000;7975105024;517836;85093029;9154;1993059
World;2021-01-05 00:00:00.000;7975105024;522454;85615483;8868;2001927
World;2021-01-06 00:00:00.000;7975105024;570413;86185896;10328;2012255
World;2021-01-07 00:00:00.000;7975105024;685104;86871000;12299;2024554
World;2021-01-08 00:00:00.000;7975105024;694621;87565621;12470;2037024
World;2021-01-09 00:00:00.000;7975105024;718704;88284325;13281;2050305
World;2021-01-10 00:00:00.000;7975105024;1298484;89582809;25951;2076256
World;2021-01-11 00:00:00.000;7975105024;608939;90191748;11404;2087660
World;2021-01-12 00:00:00.000;7975105024;541424;90733172;10675;2098335
World;2021-01-13 00:00:00.000;7975105024;564747;91297919;11819;2110154
World;2021-01-14 00:00:00.000;7975105024;628229;91926148;13339;2123493
World;2021-01-15 00:00:00.000;7975105024;622940;92549088;13739;2137232
World;2021-01-16 00:00:00.000;7975105024;616478;93165566;13264;2150496
World;2021-01-17 00:00:00.000;7975105024;1270546;94436112;26732;2177228
World;2021-01-18 00:00:00.000;7975105024;531604;94967716;12058;2189286
World;2021-01-19 00:00:00.000;7975105024;469250;95436966;11226;2200512
World;2021-01-20 00:00:00.000;7975105024;472476;95909442;11744;2212256
World;2021-01-21 00:00:00.000;7975105024;516822;96426264;12966;2225222
World;2021-01-22 00:00:00.000;7975105024;554020;96980284;14171;2239393
World;2021-01-23 00:00:00.000;7975105024;527801;97508085;13615;2253008
World;2021-01-24 00:00:00.000;7975105024;1155184;98663269;27939;2280947
World;2021-01-25 00:00:00.000;7975105024;453015;99116284;11738;2292685
World;2021-01-26 00:00:00.000;7975105024;380414;99496698;11062;2303747
World;2021-01-27 00:00:00.000;7975105024;422120;99918818;11502;2315249
World;2021-01-28 00:00:00.000;7975105024;476345;100395163;13727;2328976
World;2021-01-29 00:00:00.000;7975105024;493957;100889120;13548;2342524
World;2021-01-30 00:00:00.000;7975105024;474683;101363803;13186;2355710
World;2021-01-31 00:00:00.000;7975105024;1035400;102399203;25898;2381608
World;2021-02-01 00:00:00.000;7975105024;397582;102796785;10923;2392531
World;2021-02-02 00:00:00.000;7975105024;331041;103127826;9864;2402395
World;2021-02-03 00:00:00.000;7975105024;373996;103501822;10628;2413023
World;2021-02-04 00:00:00.000;7975105024;414773;103916595;11821;2424844
World;2021-02-05 00:00:00.000;7975105024;401922;104318517;11790;2436634
World;2021-02-06 00:00:00.000;7975105024;411556;104730073;11016;2447650
